customer_id,customer_name,business_segment,invoice_number,invoice_date,invoice_amount,credit_limit,credit_used,due_date,payment_date,amount_paid,payment_status
CUST480699,Value Technologies,Mid,FDX2025429979,2025-12-03,5761,129897,5761,2025-12-23,,,Unpaid
CUST260402,Walton LLC,Mid,FDX2025141647,2025-12-10,7446,52431,11846,2025-12-30,2025-12-29,7446,Paid
CUST325983,Impact Group,Small,FDX2025339810,2025-12-02,1045,37372,14754,2025-12-17,,,Unpaid
CUST853724,White-Diaz,Large,FDX2025832737,2025-12-01,78294,485167,144226,2025-12-31,2025-12-28,78294,Paid
CUST848318,"Sawyer, Lawrence and Riley",Large,FDX2025675256,2025-12-01,84321,391233,215348,2025-12-31,2025-12-26,84321,Paid
CUST368895,Jenniferborough Solutions,Large,FDX2025867350,2025-12-01,48906,414039,202901,2025-12-31,2025-12-30,48906,Paid
CUST909828,"Johnson, Thomas and Hayes",Small,FDX2025239078,2025-12-05,8968,40644,8968,2025-12-20,2025-12-19,8968,Paid
CUST786817,"Morrison, Richards and Martin",Mega,FDX2025285583,2025-12-01,435098,2316525,1198130,2025-12-31,2025-12-31,435098,Paid
CUST694739,Ellistown Company,Large,FDX2025283132,2025-12-01,34402,257461,56966,2025-12-31,2025-12-30,34402,Paid
CUST808292,Nealview Holdings,Mid,FDX2025704867,2025-12-02,19249,79464,47368,2025-12-22,,,Unpaid
CUST295517,Movement Technologies,Small,FDX2025490994,2025-12-07,5574,30045,12699,2025-12-22,2025-12-21,5574,Paid
CUST295575,"Hall, Industries",Large,FDX2025247263,2025-12-01,25911,436867,134643,2025-12-31,2025-12-28,25911,Paid
CUST458420,Series Equipment,Large,FDX2025972202,2025-12-01,66088,381627,66088,2025-12-31,2025-12-31,66088,Paid
CUST844264,Spring Electronics,Small,FDX2025434830,2025-12-05,1964,34826,6924,2025-12-20,2025-12-20,1964,Paid
CUST879937,Inside Supply,Small,FDX2025835085,2025-12-14,14922,49325,34344,2025-12-29,2025-12-26,14922,Paid
CUST952058,Elliott Ltd,Large,FDX2025911096,2025-12-01,35376,524255,35376,2025-12-31,2025-12-24,35376,Paid
CUST997304,Flowers Supply,Small,FDX2025182108,2025-12-08,2381,27806,10475,2025-12-23,,,Unpaid
CUST542832,Financial Pharmaceuticals,Large,FDX2025673766,2025-12-01,96766,322867,248300,2025-12-31,2025-12-24,96766,Paid
CUST357006,Odom Healthcare,Small,FDX2025740614,2025-12-15,3849,19378,3849,2025-12-30,,,Unpaid
CUST615400,Grow Wholesale,Mid,FDX2025779424,2025-12-11,33267,97635,33267,2025-12-31,2025-12-26,33267,Paid
CUST422195,Velez Supply,Mid,FDX2025986364,2025-12-04,19753,96927,41969,2025-12-24,2025-12-24,19753,Paid
CUST275213,Johnland Holdings,Mid,FDX2025383447,2025-12-07,8587,182530,25026,2025-12-27,,,Unpaid
CUST335265,Morris Corporation,Large,FDX2025646354,2025-12-01,93873,617344,336737,2025-12-31,2025-12-30,93873,Paid
CUST437740,Christianmouth Partners,Small,FDX2025531152,2025-12-06,4839,19798,4839,2025-12-21,2025-12-21,4839,Paid
CUST633565,Pena-Henry Medical,Mid,FDX2025390314,2025-12-09,15824,247192,87394,2025-12-29,2025-12-29,15824,Paid
CUST380590,Simply Supply,Small,FDX2025309625,2025-12-11,12674,38865,23794,2025-12-26,2025-12-19,12674,Paid
CUST320286,Ever Company,Small,FDX2025329163,2025-12-12,7367,21869,7367,2025-12-27,2025-12-26,7367,Paid
CUST779309,Salazar-Yoder,Mid,FDX2025199810,2025-12-09,15224,58736,23981,2025-12-29,,,Unpaid
CUST593626,Gentry-Wilson,Small,FDX2025727635,2025-12-03,9744,33908,9744,2025-12-18,2025-12-15,9744,Paid
CUST965321,Wilson-Brown Healthcare,Mid,FDX2025528780,2025-12-04,4062,75879,4873,2025-12-24,2025-12-17,4062,Paid
CUST739411,Parker Group,Large,FDX2025121811,2025-12-01,40532,288884,40532,2025-12-31,,,Unpaid
CUST386278,Morrison-Carroll,Mid,FDX2025241978,2025-12-04,17432,102978,51287,2025-12-24,,,Unpaid
CUST935994,Lake Karenmouth Logistics,Mid,FDX2025510204,2025-12-09,5121,76536,21969,2025-12-29,2025-12-29,5121,Paid
CUST669671,Hill Trading,Mid,FDX2025276856,2025-12-10,5415,159723,12812,2025-12-30,,,Unpaid
CUST616101,Lawrence Healthcare,Small,FDX2025885809,2025-12-10,1366,5138,2169,2025-12-25,2025-12-25,1366,Paid
CUST450826,Person Distribution,Mid,FDX2025887152,2025-12-08,59889,221906,59889,2025-12-28,2025-12-25,59889,Paid
CUST354682,Of Manufacturing,Small,FDX2025173397,2025-12-02,1001,19674,7214,2025-12-17,2025-12-16,1001,Paid
CUST501807,Doctor Group,Small,FDX2025945015,2025-12-16,13627,39148,28159,2025-12-31,2025-12-31,13627,Paid
CUST805278,Military Pharmaceuticals,Mega,FDX2025784546,2025-12-01,98098,1457458,353416,2025-12-31,,,Unpaid
CUST592719,Media Corporation,Small,FDX2025220680,2025-12-04,1012,14312,4565,2025-12-19,2025-12-19,1012,Paid
CUST171548,Soto-Davenport Distribution,Small,FDX2025417662,2025-12-02,12392,38089,25552,2025-12-17,,,Unpaid
CUST922274,Conley Automotive,Large,FDX2025944907,2025-12-01,30444,377700,104587,2025-12-31,2025-12-24,30444,Paid
CUST706468,Lara-Flores,Small,FDX2025750583,2025-12-03,1754,27153,6267,2025-12-18,,,Unpaid
CUST136820,"Soto, Fisher and Patterson",Mid,FDX2025687898,2025-12-03,27423,103452,53946,2025-12-23,2025-12-23,27423,Paid
CUST607927,Waters Partners,Mid,FDX2025258631,2025-12-04,8648,96198,8648,2025-12-24,,,Unpaid
CUST910564,Thompson-Rodriguez,Small,FDX2025551048,2025-12-04,8035,26941,8035,2025-12-19,2025-12-14,8035,Paid
CUST815460,East Victor Supply,Mid,FDX2025554989,2025-12-05,20089,72340,44574,2025-12-25,2025-12-24,20089,Paid
CUST117139,Jacobs Ltd,Small,FDX2025247525,2025-12-03,3117,42482,24128,2025-12-18,2025-12-18,3117,Paid
CUST848186,Lee-Gibson Holdings,Small,FDX2025152706,2025-12-02,7742,19709,11681,2025-12-17,2025-12-10,7742,Paid
CUST642332,Lawson Holdings,Large,FDX2025979919,2025-12-01,37360,721202,168610,2025-12-31,,,Unpaid
CUST944957,Barrera Automotive,Mid,FDX2025281677,2025-12-02,5664,62701,31483,2025-12-22,2025-12-22,5664,Paid
CUST646718,"Ewing, Pharmaceuticals",Large,FDX2025141256,2025-12-01,140204,722522,140204,2025-12-31,,,Unpaid
CUST628276,His Automotive,Large,FDX2025824775,2025-12-01,88666,319023,189655,2025-12-31,2025-12-24,88666,Paid
CUST408390,Richardson-Young Automotive,Small,FDX2025178611,2025-12-15,13592,45469,21174,2025-12-30,2025-12-29,13592,Paid
CUST933382,Which Healthcare,Mid,FDX2025770620,2025-12-01,14545,188401,14545,2025-12-21,2025-12-18,14545,Paid
CUST917379,"Reynolds, Logistics",Large,FDX2025257177,2025-12-01,71485,712764,292756,2025-12-31,2025-12-24,71485,Paid
CUST822902,Garcia-Robinson,Large,FDX2025405122,2025-12-01,14566,498483,84997,2025-12-31,2025-12-31,14566,Paid
CUST425142,Mckay Distribution,Small,FDX2025572453,2025-12-16,8965,26516,16453,2025-12-31,2025-12-30,8965,Paid
CUST115111,International Manufacturing,Small,FDX2025919616,2025-12-03,9470,36939,9470,2025-12-18,2025-12-11,9470,Paid
CUST354276,"Dillon, Mitchell and Weaver",Small,FDX2025309515,2025-12-03,6899,17990,6899,2025-12-18,2025-12-17,6899,Paid
CUST916906,Forward Holdings,Large,FDX2025438261,2025-12-01,36367,595271,89905,2025-12-31,2025-12-30,36367,Paid
CUST627557,Alabama International,Small,FDX2025269868,2025-12-03,9999,42878,21177,2025-12-18,,,Unpaid
CUST728520,James-Roberts Materials,Small,FDX2025885916,2025-12-04,4230,13220,4577,2025-12-19,,,Unpaid
CUST324534,Try Systems,Mid,FDX2025174602,2025-12-05,39528,181205,45284,2025-12-25,2025-12-24,39528,Paid
CUST270303,Carlosmouth Supply,Small,FDX2025284945,2025-12-06,9899,25194,18711,2025-12-21,2025-12-21,9899,Paid
CUST291881,"Lucas, Berger and Washington",Mega,FDX2025843513,2025-12-01,288640,1967301,288640,2025-12-31,2025-12-26,288640,Paid
CUST168139,Murray Industries,Small,FDX2025257015,2025-12-07,9818,28940,9818,2025-12-22,,,Unpaid
CUST739671,Charge Solutions,Small,FDX2025432591,2025-12-03,852,26082,12666,2025-12-18,2025-12-18,852,Paid
CUST892979,Cox-Wright,Small,FDX2025323410,2025-12-11,12807,37836,24254,2025-12-26,2025-12-25,12807,Paid
CUST430665,Knight Systems,Mid,FDX2025256997,2025-12-11,48495,233054,123482,2025-12-31,2025-12-30,48495,Paid
CUST999198,Avila-Nichols Trading,Small,FDX2025591784,2025-12-03,2981,43386,5082,2025-12-18,2025-12-13,2981,Paid
CUST107244,Matthews Medical,Small,FDX2025305872,2025-12-04,11279,42030,18209,2025-12-19,2025-12-18,11279,Paid
CUST376076,Mueller-Martin Trading,Mid,FDX2025124027,2025-12-04,41152,214596,81294,2025-12-24,2025-12-19,41152,Paid
CUST799126,Idaho Corporation,Small,FDX2025856010,2025-12-16,7811,34000,21384,2025-12-31,2025-12-26,7811,Paid
CUST282942,"Phillips, Group",Small,FDX2025145796,2025-12-15,2916,39528,2916,2025-12-30,,,Unpaid
CUST494840,Artist Group,Small,FDX2025673402,2025-12-09,2104,12441,4891,2025-12-24,2025-12-17,2104,Paid
CUST832739,Walker International,Mid,FDX2025628252,2025-12-11,29004,200484,29004,2025-12-31,,,Unpaid
CUST514709,Porter Trading,Mid,FDX2025389890,2025-12-08,36404,120464,36404,2025-12-28,2025-12-25,36404,Paid
CUST469797,Store Manufacturing,Mega,FDX2025715590,2025-12-01,495767,2533729,1230644,2025-12-31,2025-12-26,495767,Paid
CUST162468,Indiana Technologies,Small,FDX2025407165,2025-12-14,7114,31902,7114,2025-12-29,2025-12-29,7114,Paid
CUST206352,Burns Equipment,Small,FDX2025162591,2025-12-09,10977,28143,18571,2025-12-24,,,Unpaid
CUST901712,"Cherry, Charles and Prince",Small,FDX2025780604,2025-12-16,12149,41841,12149,2025-12-31,,,Unpaid
CUST298099,Ortega-Dunn,Mid,FDX2025466076,2025-12-08,22441,96882,22441,2025-12-28,,,Unpaid
CUST656235,Then Services,Mid,FDX2025934279,2025-12-09,41185,150730,41185,2025-12-29,,,Unpaid
CUST979022,Willis-Cruz,Mid,FDX2025593226,2025-12-02,8812,86189,40197,2025-12-22,,,Unpaid
CUST535365,Again Holdings,Small,FDX2025411756,2025-12-03,5579,46543,12375,2025-12-18,2025-12-18,5579,Paid
CUST549773,Baker International,Small,FDX2025418839,2025-12-05,10474,32606,18599,2025-12-20,,,Unpaid
CUST769229,Howard-Patton,Small,FDX2025164015,2025-12-09,8936,28676,19631,2025-12-24,,,Unpaid
CUST948177,Jensen Supply,Small,FDX2025955475,2025-12-06,6979,21737,17820,2025-12-21,,,Unpaid
CUST648017,Lindsey-Gibbs,Small,FDX2025148379,2025-12-04,2112,29512,2112,2025-12-19,2025-12-16,2112,Paid
CUST646250,Bridges Company,Small,FDX2025722051,2025-12-14,802,8476,802,2025-12-29,2025-12-28,802,Paid
CUST714709,Martin Group,Large,FDX2025616679,2025-12-01,150987,731247,278326,2025-12-31,2025-12-28,150987,Paid
CUST374202,Charlesville Materials,Mid,FDX2025511705,2025-12-06,64764,220183,143604,2025-12-26,,,Unpaid
CUST321335,Ho Ltd,Small,FDX2025585914,2025-12-05,5154,19743,9518,2025-12-20,,,Unpaid
CUST985665,Boy Supply,Mid,FDX2025451015,2025-12-08,37125,181746,37125,2025-12-28,2025-12-25,37125,Paid
CUST547249,"Avila, Electronics",Small,FDX2025660589,2025-12-05,7104,22894,10610,2025-12-20,,,Unpaid
CUST348151,Arkansas Company,Small,FDX2025919894,2025-12-09,1048,23214,9444,2025-12-24,2025-12-23,1048,Paid
CUST690848,Tate-Martinez Logistics,Large,FDX2025502726,2025-12-01,117134,661944,152561,2025-12-31,2025-12-28,117134,Paid
CUST180647,"Yoder, Services",Small,FDX2025757741,2025-12-02,3253,20465,6688,2025-12-17,2025-12-16,3253,Paid
CUST512516,Jones-Gonzalez,Mid,FDX2025112904,2025-12-10,18541,137069,59017,2025-12-30,,,Unpaid
CUST804527,Zavala Electronics,Small,FDX2025697087,2025-12-11,3267,23626,12364,2025-12-26,2025-12-21,3267,Paid
CUST409590,Hicks-Macias,Large,FDX2025169077,2025-12-01,61691,253366,61691,2025-12-31,,,Unpaid
CUST657487,Leach Company,Small,FDX2025913400,2025-12-13,3466,12667,5534,2025-12-28,,,Unpaid
CUST125139,Arnold Inc,Small,FDX2025522770,2025-12-14,2625,11305,2625,2025-12-29,2025-12-22,2625,Paid
CUST185060,"Thomas, Sandoval and Whitehead",Small,FDX2025791989,2025-12-04,13686,47056,33067,2025-12-19,2025-12-12,13686,Paid
CUST193722,"Marshall, Supply",Small,FDX2025929696,2025-12-13,1344,40968,1344,2025-12-28,,,Unpaid
CUST361036,Wait Materials,Small,FDX2025797619,2025-12-08,1882,6015,4557,2025-12-23,2025-12-16,1882,Paid
CUST543912,Hoganfurt Trading,Large,FDX2025236434,2025-12-01,64574,345446,64574,2025-12-31,2025-12-28,64574,Paid
CUST868460,"Paul, Phillips and Wade",Large,FDX2025246485,2025-12-01,136731,500888,136731,2025-12-31,2025-12-24,136731,Paid
CUST605853,Barnes Technologies,Large,FDX2025850505,2025-12-01,41331,693590,41331,2025-12-31,2025-12-28,41331,Paid
CUST421790,"Schultz, Partners",Mid,FDX2025253631,2025-12-02,42425,138709,42425,2025-12-22,,,Unpaid
CUST240912,Orrchester Industries,Large,FDX2025479113,2025-12-01,209838,739298,494151,2025-12-31,,,Unpaid
CUST481418,"Young, Wholesale",Small,FDX2025422865,2025-12-15,6363,16613,12607,2025-12-30,,,Unpaid
CUST610681,"Rich, Automotive",Large,FDX2025705894,2025-12-01,29474,385709,160961,2025-12-31,,,Unpaid
CUST901972,Americold Logistics,Small,FDX2025276541,2025-12-12,7682,32019,7682,2025-12-27,2025-12-24,7682,Paid
CUST253665,Pollard Manufacturing,Small,FDX2025554425,2025-12-09,2024,14653,5254,2025-12-24,,,Unpaid
CUST374134,"Herrera, Wholesale",Mid,FDX2025453903,2025-12-07,29043,88582,51869,2025-12-27,2025-12-22,29043,Paid
CUST374606,Brown-Phillips Distribution,Mid,FDX2025174449,2025-12-08,45386,150899,46081,2025-12-28,2025-12-28,45386,Paid
CUST349294,Scott-Graham,Small,FDX2025384058,2025-12-01,7474,19897,13364,2025-12-16,2025-12-15,7474,Paid
CUST395439,Cardenas-Jackson,Small,FDX2025448589,2025-12-15,11836,38317,11836,2025-12-30,,,Unpaid
CUST798339,Stewart Technologies,Mid,FDX2025492778,2025-12-06,8377,87983,8377,2025-12-26,,,Unpaid
CUST358419,Sparks Ltd,Small,FDX2025247234,2025-12-06,1283,43461,1283,2025-12-21,2025-12-21,1283,Paid
CUST727308,Carolton Partners,Mid,FDX2025841967,2025-12-10,46532,201536,98957,2025-12-30,,,Unpaid
CUST412427,Rios-Graves,Small,FDX2025694736,2025-12-10,16438,44937,27213,2025-12-25,2025-12-20,16438,Paid
CUST304493,"Holt, Medical",Small,FDX2025446020,2025-12-01,4111,17235,8789,2025-12-16,2025-12-09,4111,Paid
CUST540467,Think Corporation,Small,FDX2025536853,2025-12-13,3879,27482,8230,2025-12-28,2025-12-28,3879,Paid
CUST471906,"Espinoza, Systems",Small,FDX2025232750,2025-12-14,15067,37709,15067,2025-12-29,2025-12-24,15067,Paid
CUST729611,Foreign Distribution,Mid,FDX2025717295,2025-12-07,56208,192508,86951,2025-12-27,2025-12-24,56208,Paid
CUST845958,Mitchellbury Supply,Large,FDX2025645535,2025-12-01,131761,643471,131761,2025-12-31,2025-12-31,131761,Paid
CUST549254,Same International,Large,FDX2025128707,2025-12-01,39429,514820,39429,2025-12-31,2025-12-28,39429,Paid
CUST365846,Cameron Technologies,Mid,FDX2025305467,2025-12-02,3809,132454,41155,2025-12-22,2025-12-17,3809,Paid
CUST814074,Higgins Industries,Small,FDX2025306286,2025-12-08,2393,41986,2393,2025-12-23,,,Unpaid
CUST386158,Statement Technologies,Large,FDX2025815966,2025-12-01,107791,689215,107791,2025-12-31,,,Unpaid
CUST756170,Carrillo Systems,Large,FDX2025936486,2025-12-01,26103,444671,91499,2025-12-31,2025-12-31,26103,Paid
CUST615527,Billion Automotive,Small,FDX2025843358,2025-12-15,3756,27360,12529,2025-12-30,2025-12-25,3756,Paid
CUST639729,Powers Inc,Small,FDX2025872428,2025-12-04,4780,20693,11665,2025-12-19,2025-12-12,4780,Paid
CUST168585,Rodriguez-Martinez,Small,FDX2025783305,2025-12-09,8334,36762,22648,2025-12-24,2025-12-24,8334,Paid
CUST934950,"Shannon, Supply",Small,FDX2025826426,2025-12-04,948,20254,948,2025-12-19,2025-12-19,948,Paid
CUST494797,Connecticut Supply,Mid,FDX2025537573,2025-12-05,14814,65570,36867,2025-12-25,2025-12-20,14814,Paid
CUST231135,Administration Solutions,Small,FDX2025782437,2025-12-12,831,49247,831,2025-12-27,2025-12-26,831,Paid
CUST253514,Vermont Trading,Small,FDX2025556160,2025-12-16,3345,29940,9470,2025-12-31,,,Unpaid
CUST386262,Murphy Logistics,Small,FDX2025297636,2025-12-06,18422,47559,32743,2025-12-21,2025-12-18,18422,Paid
CUST290825,Beyond Medical,Small,FDX2025292449,2025-12-14,14510,37949,24061,2025-12-29,2025-12-28,14510,Paid
CUST398229,Bond-Wheeler Pharmaceuticals,Small,FDX2025427980,2025-12-03,4144,13022,9531,2025-12-18,2025-12-13,4144,Paid
CUST363613,Martinez International,Small,FDX2025634823,2025-12-09,5564,26167,9742,2025-12-24,,,Unpaid
CUST135539,Olsen Inc,Mid,FDX2025492016,2025-12-08,27980,151416,83885,2025-12-28,,,Unpaid
CUST189713,"Proctor, International",Large,FDX2025448286,2025-12-01,47830,321358,101738,2025-12-31,2025-12-30,47830,Paid
CUST955193,Robbins-Becker Medical,Mid,FDX2025626633,2025-12-09,8279,101730,8279,2025-12-29,,,Unpaid
CUST710703,Michigan Logistics,Small,FDX2025882920,2025-12-08,2385,30767,17713,2025-12-23,,,Unpaid
CUST421840,"Jackson, Hayden and Ortiz",Mid,FDX2025987155,2025-12-11,40308,165483,88072,2025-12-31,2025-12-31,40308,Paid
CUST589312,Benjamin Logistics,Small,FDX2025411317,2025-12-11,524,10553,524,2025-12-26,2025-12-21,524,Paid
CUST880242,"Chavez, Brown and Saunders",Mid,FDX2025363523,2025-12-01,37810,215759,37810,2025-12-21,2025-12-21,37810,Paid
CUST507540,James-Carroll Trading,Small,FDX2025458193,2025-12-11,6263,20075,6263,2025-12-26,2025-12-23,6263,Paid
CUST799976,Anderson Solutions,Mid,FDX2025406740,2025-12-04,58724,203280,111696,2025-12-24,,,Unpaid
CUST433346,"Cisneros, Holdings",Small,FDX2025986778,2025-12-04,16036,43270,26892,2025-12-19,,,Unpaid
CUST641705,Smith-Castro Distribution,Large,FDX2025928249,2025-12-01,124307,458504,163534,2025-12-31,,,Unpaid
CUST265574,Catherinebury Company,Small,FDX2025259918,2025-12-05,1933,20254,9252,2025-12-20,2025-12-17,1933,Paid
CUST196880,Stark-Stewart Enterprises,Large,FDX2025797531,2025-12-01,195802,744379,478970,2025-12-31,2025-12-30,195802,Paid
CUST700849,Gomez-Williamson Trading,Mega,FDX2025960634,2025-12-01,323767,1554528,323767,2025-12-31,2025-12-30,323767,Paid
CUST403339,"Mcintyre, Equipment",Small,FDX2025122626,2025-12-16,3930,42395,19593,2025-12-31,2025-12-28,3930,Paid
CUST364083,Olson Inc,Small,FDX2025773584,2025-12-16,4556,42453,16881,2025-12-31,2025-12-26,4556,Paid
CUST836954,Example Solutions,Large,FDX2025423415,2025-12-01,78066,308216,140275,2025-12-31,2025-12-28,78066,Paid
CUST648879,Friedman-Kane Company,Small,FDX2025517779,2025-12-01,8512,39511,8512,2025-12-16,2025-12-13,8512,Paid
CUST160350,Eye Automotive,Small,FDX2025988503,2025-12-03,3405,11581,3405,2025-12-18,2025-12-15,3405,Paid
CUST984398,Roth Enterprises,Small,FDX2025112063,2025-12-12,2867,29336,2867,2025-12-27,,,Unpaid
CUST259028,Remain Medical,Mid,FDX2025764520,2025-12-02,8159,66889,21033,2025-12-22,2025-12-15,8159,Paid
CUST116224,Hunter Company,Small,FDX2025724483,2025-12-13,2669,36008,2669,2025-12-28,,,Unpaid
CUST882099,Elizabethside Equipment,Small,FDX2025143811,2025-12-16,3167,33202,5592,2025-12-31,,,Unpaid
CUST838818,Newspaper Holdings,Small,FDX2025630439,2025-12-12,11173,30671,13052,2025-12-27,,,Unpaid
CUST807054,Ok Industries,Small,FDX2025690437,2025-12-08,11359,42422,18824,2025-12-23,,,Unpaid
CUST389290,Pratt-Smith,Mid,FDX2025908239,2025-12-05,18268,71153,29235,2025-12-25,2025-12-20,18268,Paid
CUST309358,Carey-Simpson,Large,FDX2025970839,2025-12-01,71895,593600,207599,2025-12-31,,,Unpaid
CUST352738,Brock Equipment,Mid,FDX2025123095,2025-12-06,17782,201648,78139,2025-12-26,2025-12-25,17782,Paid
CUST710248,Johnsberg Equipment,Large,FDX2025506426,2025-12-01,127582,579567,301448,2025-12-31,2025-12-26,127582,Paid
CUST885425,Mcleanville Enterprises,Large,FDX2025535824,2025-12-01,143726,508806,143726,2025-12-31,2025-12-26,143726,Paid
CUST621812,Tucker PLC,Small,FDX2025734540,2025-12-11,7456,20660,12601,2025-12-26,2025-12-25,7456,Paid
CUST388972,Society Wholesale,Small,FDX2025662313,2025-12-16,8262,37637,17821,2025-12-31,2025-12-24,8262,Paid
CUST408514,Seven Services,Large,FDX2025184478,2025-12-01,109504,521620,109504,2025-12-31,,,Unpaid
CUST664948,Gordon-Rubio,Small,FDX2025580193,2025-12-08,1545,30120,5443,2025-12-23,2025-12-16,1545,Paid
CUST193837,Missouri Trading,Mid,FDX2025894306,2025-12-06,74207,229198,166627,2025-12-26,2025-12-25,74207,Paid
CUST736145,Martinez-Berg Automotive,Small,FDX2025461491,2025-12-11,15323,41818,23208,2025-12-26,2025-12-25,15323,Paid
CUST577738,Manage Group,Mid,FDX2025101177,2025-12-04,36219,224697,36219,2025-12-24,2025-12-23,36219,Paid
CUST297852,Obrien Equipment,Small,FDX2025857203,2025-12-05,8627,32580,17035,2025-12-20,,,Unpaid
CUST652735,Singh Solutions,Mid,FDX2025414491,2025-12-11,11813,146470,59552,2025-12-31,2025-12-26,11813,Paid
CUST736382,Mississippi Services,Small,FDX2025938207,2025-12-02,1098,13347,4076,2025-12-17,2025-12-10,1098,Paid
CUST436027,Yeah Healthcare,Small,FDX2025787533,2025-12-15,11846,36457,15798,2025-12-30,2025-12-30,11846,Paid
CUST170545,Total Logistics,Small,FDX2025208033,2025-12-12,2881,26651,2881,2025-12-27,,,Unpaid
CUST509055,"Armstrong, White and Anderson",Small,FDX2025490629,2025-12-02,9284,27270,16785,2025-12-17,,,Unpaid
CUST688986,Character Medical,Mid,FDX2025120067,2025-12-02,26695,121075,26695,2025-12-22,,,Unpaid
CUST349175,Audience International,Small,FDX2025479205,2025-12-02,11351,30875,17085,2025-12-17,,,Unpaid
CUST820524,Rachelmouth Pharmaceuticals,Small,FDX2025148611,2025-12-02,6297,22839,14548,2025-12-17,,,Unpaid
CUST960792,Riley Trading,Small,FDX2025639393,2025-12-11,1426,5708,1426,2025-12-26,2025-12-25,1426,Paid
CUST648849,Hamilton Systems,Small,FDX2025145338,2025-12-01,3237,19238,3237,2025-12-16,,,Unpaid
CUST250006,Ayalaview Wholesale,Mid,FDX2025981880,2025-12-03,34527,207543,68080,2025-12-23,2025-12-23,34527,Paid
CUST869510,War Technologies,Small,FDX2025849754,2025-12-01,5712,22803,5712,2025-12-16,2025-12-13,5712,Paid
CUST210337,Key Wholesale,Mid,FDX2025332788,2025-12-01,11217,92275,50655,2025-12-21,,,Unpaid
CUST934787,Snyder Solutions,Mid,FDX2025125887,2025-12-09,41310,134776,41310,2025-12-29,,,Unpaid
CUST246578,These Logistics,Mid,FDX2025317364,2025-12-09,26720,112611,65324,2025-12-29,2025-12-28,26720,Paid
CUST892676,Orr Enterprises,Mid,FDX2025901458,2025-12-05,17721,219378,91174,2025-12-25,2025-12-22,17721,Paid
CUST481068,Production Equipment,Small,FDX2025200990,2025-12-07,1016,16876,5106,2025-12-22,,,Unpaid
CUST151113,Ritter Trading,Mid,FDX2025785795,2025-12-07,32919,171568,32919,2025-12-27,2025-12-27,32919,Paid
CUST383375,Cole Medical,Small,FDX2025438533,2025-12-08,8221,33115,17465,2025-12-23,2025-12-16,8221,Paid
CUST811557,Sandoval-Mason,Mid,FDX2025195675,2025-12-04,9225,66139,32824,2025-12-24,,,Unpaid
CUST202801,Kidd Pharmaceuticals,Small,FDX2025776631,2025-12-12,12215,47552,20097,2025-12-27,,,Unpaid
CUST879987,Zimmerman Solutions,Small,FDX2025981879,2025-12-16,2809,7951,5266,2025-12-31,,,Unpaid
CUST768270,"Williams, Stevens and Grant",Mega,FDX2025593958,2025-12-01,96242,2418988,96242,2025-12-31,,,Unpaid
CUST671810,Dougherty Ltd,Small,FDX2025132232,2025-12-08,9672,44672,24143,2025-12-23,,,Unpaid
CUST932867,Between Corporation,Mid,FDX2025584789,2025-12-06,14475,107649,31274,2025-12-26,2025-12-19,14475,Paid
CUST305420,"Nichols, Flowers and Taylor",Mid,FDX2025732813,2025-12-07,27490,113491,27490,2025-12-27,2025-12-20,27490,Paid
CUST983234,Morse Group,Small,FDX2025172422,2025-12-07,5900,28620,15080,2025-12-22,,,Unpaid
CUST946755,Play Automotive,Small,FDX2025336439,2025-12-08,13011,47300,13011,2025-12-23,2025-12-16,13011,Paid
CUST257406,Mendez-Doyle,Mid,FDX2025804855,2025-12-05,48850,203116,83204,2025-12-25,,,Unpaid
CUST132159,Hawkins-White Systems,Small,FDX2025758070,2025-12-06,2414,14200,2414,2025-12-21,,,Unpaid
CUST526076,Reynolds Inc,Small,FDX2025400984,2025-12-08,700,46072,700,2025-12-23,,,Unpaid
CUST962042,Angelaside Logistics,Large,FDX2025989733,2025-12-01,149239,715099,496452,2025-12-31,2025-12-26,149239,Paid
CUST451163,Family Corporation,Small,FDX2025816593,2025-12-12,3879,37791,22439,2025-12-27,2025-12-20,3879,Paid
CUST485423,Phillips-Johnson,Small,FDX2025718996,2025-12-05,4698,16292,8192,2025-12-20,2025-12-15,4698,Paid
CUST226166,Knapp Company,Large,FDX2025621925,2025-12-01,97914,480595,97914,2025-12-31,2025-12-31,97914,Paid
CUST283285,Wisconsin Materials,Small,FDX2025857888,2025-12-15,3575,11057,7270,2025-12-30,2025-12-30,3575,Paid
CUST829257,Espinoza Services,Mid,FDX2025211178,2025-12-02,73790,218473,178776,2025-12-22,,,Unpaid
CUST176543,Jeffreyborough Logistics,Mid,FDX2025105869,2025-12-01,21020,221052,21020,2025-12-21,2025-12-20,21020,Paid
CUST696095,Grant-Walters,Small,FDX2025862013,2025-12-02,1791,32036,1791,2025-12-17,2025-12-14,1791,Paid
CUST604714,Macias-Sanchez Healthcare,Small,FDX2025784394,2025-12-11,5846,16083,5846,2025-12-26,,,Unpaid
CUST349375,Snyder-Ramirez Solutions,Small,FDX2025491990,2025-12-11,11602,33835,11602,2025-12-26,,,Unpaid
CUST542311,Mooreland Technologies,Mid,FDX2025968951,2025-12-03,34233,126053,34233,2025-12-23,2025-12-16,34233,Paid
CUST243760,Smith-Lee,Small,FDX2025218918,2025-12-09,6158,42181,19849,2025-12-24,,,Unpaid
